word_id,word,source,level,AH [?] ,UH [?] ,EE [i] ,IH [?] ,EH [?] ,AA [�] ,UR [?] ,UH [?] ,OO [u] ,AW [?] 
77,address,Oxford5000,A1,0,0,0,0,1,1,0,0,0,0
78,adequate,Oxford5000,B2,0,0,0,0,0,1,0,1,0,0
79,adequately,Oxford5000,B2,0,0,1,0,0,1,0,1,0,0
80,adhere,Oxford5000,C1,0,0,0,1,0,0,0,1,0,0
81,adjacent,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
82,adjust,Oxford5000,B2,0,1,0,0,0,0,0,1,0,0
83,adjustment,Oxford5000,C1,0,1,0,0,0,0,0,1,0,0
84,administer,Oxford5000,C1,0,0,0,1,0,0,1,1,0,0
85,administrative,Oxford5000,C1,0,0,0,1,0,0,0,1,0,0
86,administrator,Oxford5000,C1,0,0,0,1,0,0,1,1,0,0
87,administration,Oxford5000,B2,0,0,0,1,0,1,0,1,0,0
88,admire,Oxford5000,B1,0,0,0,0,0,1,0,0,0,0
89,admission,Oxford5000,C1,0,0,0,1,0,1,0,1,0,0
90,admit,Oxford5000,B1,0,0,0,1,0,0,0,1,0,0
91,adolescent,Oxford5000,C1,0,0,0,0,1,1,0,1,0,0
92,adopt,Oxford5000,B2,1,0,0,0,0,0,0,1,0,0
93,adoption,Oxford5000,C1,1,0,0,0,0,0,0,1,0,0
94,adult,Oxford5000,A2,0,1,0,0,0,0,0,1,0,0
95,advance,Oxford5000,B2,0,0,0,0,0,1,0,1,0,0
96,advanced,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
97,advantage,Oxford5000,A2,0,0,0,1,0,1,0,0,0,0
98,adventure,Oxford5000,A2,0,0,0,0,1,1,1,0,0,0
99,adverse,Oxford5000,C1,0,0,0,0,0,1,1,0,0,0
100,advertise,Oxford5000,A2,0,0,0,0,0,1,1,0,0,0
101,advertisement,Oxford5000,A2,0,0,0,0,0,1,1,1,0,0
102,advertising,Oxford5000,A2,0,0,0,1,0,1,1,0,0,0
103,advice,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
104,advise,Oxford5000,B1,0,0,0,0,0,1,0,0,0,0
105,advocate,Oxford5000,C1,0,0,0,0,0,1,0,1,0,0
106,aesthetic,Oxford5000,C1,0,0,0,1,1,0,0,0,0,0
107,affair,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
108,affect,Oxford5000,A2,0,0,0,0,1,0,0,1,0,0
109,affection,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
110,afford,Oxford5000,B1,0,0,0,0,0,0,0,1,0,1
111,affordable,Oxford5000,B2,0,0,0,0,0,0,0,1,0,1
112,afraid,Oxford5000,A1,0,0,0,0,0,0,0,1,0,0
113,after,Oxford5000,A2,0,0,0,0,0,1,1,0,0,0
114,aftermath,Oxford5000,C1,0,0,0,0,0,1,1,0,0,0
115,afternoon,Oxford5000,A1,0,0,0,0,0,1,1,0,1,0
116,afterwards,Oxford5000,B2,0,0,0,0,0,1,1,0,0,0
117,again,Oxford5000,A1,0,0,0,0,1,0,0,1,0,0
118,against,Oxford5000,A2,0,0,0,0,1,0,0,1,0,0
119,agency,Oxford5000,B2,0,0,1,0,0,0,0,1,0,0
120,agenda,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
121,agent,Oxford5000,B1,0,0,0,0,0,0,0,1,0,0
122,aggression,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
123,aggressive,Oxford5000,B2,0,0,0,1,1,0,0,1,0,0
124,ago,Oxford5000,A1,0,0,0,0,0,0,0,1,0,0
125,agree,Oxford5000,A1,0,0,1,0,0,0,0,1,0,0
126,agreement,Oxford5000,B1,0,0,1,0,0,0,0,1,0,0
127,agriculture,Oxford5000,B2,0,1,0,1,0,1,1,0,0,0
128,agricultural,Oxford5000,C1,0,1,0,0,0,1,1,1,0,0
129,ah,Oxford5000,A2,1,0,0,0,0,0,0,0,0,0
130,ahead,Oxford5000,B1,0,0,0,0,1,0,0,1,0,0
131,air,Oxford5000,A1,0,0,0,0,1,0,0,0,0,0
132,aircraft,Oxford5000,B2,0,0,0,0,1,1,0,0,0,0
133,airline,Oxford5000,A2,0,0,0,0,1,0,0,0,0,0
134,airport,Oxford5000,A1,0,0,0,0,1,0,0,0,0,1
135,alarm,Oxford5000,B1,1,0,0,0,0,0,0,1,0,0
136,album,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
137,alcohol,Oxford5000,B1,1,0,0,0,0,1,0,1,0,0
138,alcoholic,Oxford5000,B1,1,0,0,1,0,1,0,1,0,0
139,albeit,Oxford5000,C1,0,0,1,1,0,0,0,0,0,1
140,alert,Oxford5000,C1,0,0,0,0,0,0,1,1,0,0
141,alien,Oxford5000,C1,0,0,1,0,0,0,0,1,0,0
142,align,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
143,alignment,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
144,alike,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
145,alive,Oxford5000,A2,0,0,0,0,0,0,0,1,0,0
146,all,Oxford5000,A2,0,0,0,0,0,0,0,0,0,1
147,allegation,Oxford5000,C1,0,0,0,0,0,1,0,1,0,0
148,allege,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
149,allegedly,Oxford5000,C1,0,0,1,0,1,0,0,1,0,0
150,alliance,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
151,allocate,Oxford5000,C1,0,0,0,0,0,1,0,1,0,0
152,allocation,Oxford5000,C1,0,0,0,0,0,1,0,1,0,0
153,allow,Oxford5000,A2,0,0,0,0,0,0,0,1,0,0
154,allowance,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
155,all right,Oxford5000,A2,0,0,0,0,0,0,0,0,0,1
156,ally,Oxford5000,C1,0,0,0,0,0,1,0,0,0,0
157,almost,Oxford5000,A2,0,0,0,0,0,0,0,0,0,1
158,alone,Oxford5000,A2,0,0,0,0,0,0,0,1,0,0
159,along,Oxford5000,A2,0,0,0,0,0,0,0,1,0,1
160,alongside,Oxford5000,В2,0,0,0,0,0,0,0,1,0,1
161,already,Oxford5000,A2,0,0,1,0,1,0,0,0,0,1
162,also,Oxford5000,A1,0,0,0,0,0,0,0,0,0,1
163,alter,Oxford5000,B2,0,0,0,0,0,0,1,0,0,1
164,alternative,Oxford5000,B1,0,0,0,1,0,0,1,1,0,1
165,although,Oxford5000,A2,0,0,0,0,0,0,0,0,0,1
166,altogether,Oxford5000,B2,0,0,0,0,1,0,1,1,0,1
167,always,Oxford5000,A1,0,0,0,0,0,0,0,0,0,1
168,amateur,Oxford5000,C1,0,0,0,0,0,1,1,1,0,0
169,amazed,Oxford5000,B1,0,0,0,0,0,0,0,1,0,0
170,amazing,Oxford5000,A1,0,0,0,1,0,0,0,1,0,0
171,ambassador,Oxford5000,C1,0,0,0,0,0,1,1,1,0,0
172,ambition,Oxford5000,B1,0,0,0,1,0,1,0,1,0,0
173,ambitious,Oxford5000,B1,0,0,0,1,0,1,0,1,0,0
174,ambulance,Oxford5000,B2,0,0,0,0,0,1,0,1,0,0
175,amend,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
176,amendment,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
177,amid,Oxford5000,C1,0,0,0,1,0,0,0,1,0,0
178,among,Oxford5000,A2,0,1,0,0,0,0,0,1,0,0
179,amount,Oxford5000,A2,0,0,0,0,0,0,0,1,0,0
180,amusing,Oxford5000,B2,0,0,0,1,0,0,0,1,1,0
181,analogy,Oxford5000,C1,0,0,1,0,0,1,0,1,0,0
182,analysis,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
183,analyst,Oxford5000,B2,0,0,0,1,0,1,0,1,0,0
184,ancestor,Oxford5000,B2,0,0,0,0,1,1,1,0,0,0
185,anchor,Oxford5000,C1,0,0,0,0,0,1,1,0,0,0
186,ancient,Oxford5000,A2,0,0,0,0,0,0,0,1,0,0
187,and,Oxford5000,A1,0,0,0,0,0,0,0,1,0,0
188,angel,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
189,anger,Oxford5000,B2,0,0,0,0,0,1,1,0,0,0
190,angle,Oxford5000,B2,0,0,0,0,0,1,0,1,0,0
191,angry,Oxford5000,A1,0,0,1,0,0,1,0,0,0,0
192,animal,Oxford5000,A1,0,0,0,0,0,1,0,1,0,0
193,animation,Oxford5000,B2,0,0,0,0,0,1,0,1,0,0
194,ankle,Oxford5000,A2,0,0,0,0,0,1,0,1,0,0
195,anniversary,Oxford5000,B2,0,0,1,0,0,1,1,1,0,0
196,announce,Oxford5000,B1,0,0,0,0,0,0,0,1,0,0
197,announcement,Oxford5000,B1,0,0,0,0,0,0,0,1,0,0
198,annoy,Oxford5000,B1,0,0,0,0,0,0,0,1,0,0
199,annoyed,Oxford5000,B1,0,0,0,0,0,0,0,1,0,0
200,annoying,Oxford5000,B1,0,0,0,1,0,0,0,1,0,0
201,annual,Oxford5000,B2,0,0,0,0,0,1,0,1,1,0
202,annually,Oxford5000,B2,0,0,1,0,0,1,0,1,1,0
203,anonymous,Oxford5000,C1,1,0,0,0,0,0,0,1,0,0
204,another,Oxford5000,A1,0,1,0,0,0,0,1,1,0,0
205,answer,Oxford5000,A1,0,0,0,0,0,1,1,0,0,0
206,anticipate,Oxford5000,B2,0,0,0,1,0,1,0,1,0,0
207,anxious,Oxford5000,B2,0,0,0,0,0,1,0,1,0,0
208,any,Oxford5000,A2,0,0,1,0,1,0,0,0,0,0
209,anybody,Oxford5000,A2,0,0,1,0,1,0,0,1,0,0
210,any more,Oxford5000,A2,0,0,1,0,1,0,0,0,0,1
211,anyone,Oxford5000,A1,0,1,1,0,1,0,0,0,0,0
212,anything,Oxford5000,A1,0,0,1,1,1,0,0,0,0,0
213,anyway,Oxford5000,A2,0,0,1,0,1,0,0,0,0,0
214,anywhere,Oxford5000,A2,0,0,1,0,1,0,0,0,0,0
215,apart,Oxford5000,B1,1,0,0,0,0,0,0,1,0,0
216,apartment,Oxford5000,A1,1,0,0,0,0,0,0,1,0,0
217,apologize,Oxford5000,B1,1,0,0,0,0,0,0,1,0,0
218,apology,Oxford5000,B2,1,0,1,0,0,0,0,1,0,0
219,app,Oxford5000,A2,0,0,0,0,0,1,0,0,0,0
220,apparatus,Oxford5000,C1,0,0,0,0,0,1,1,1,0,0
221,apparent,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
222,apparently,Oxford5000,B2,0,0,1,0,1,0,0,1,0,0
223,appeal,Oxford5000,B2,0,0,1,0,0,0,0,1,0,0
224,appear,Oxford5000,A2,0,0,0,1,0,0,0,1,0,0
225,appearance,Oxford5000,A2,0,0,0,1,0,0,0,1,0,0
226,appealing,Oxford5000,C1,0,0,1,1,0,0,0,1,0,0
227,appetite,Oxford5000,C1,0,0,0,0,0,1,0,1,0,0
228,apple,Oxford5000,A1,0,0,0,0,0,1,0,1,0,0
229,applicable,Oxford5000,C1,0,0,0,0,0,1,0,1,0,0
230,applicant,Oxford5000,B2,0,0,0,1,0,1,0,1,0,0
231,application,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
232,apply,Oxford5000,A2,0,0,0,0,0,0,0,1,0,0
233,appoint,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
234,appointment,Oxford5000,B1,0,0,0,0,0,0,0,1,0,0
235,appreciate,Oxford5000,B1,0,0,1,0,0,0,0,1,0,0
236,appreciation,Oxford5000,C1,0,0,1,0,0,0,0,1,0,0
237,approach,Oxford5000,B2,0,0,0,0,0,0,0,1,0,0
238,appropriate,Oxford5000,B2,0,0,1,0,0,0,0,1,0,0
239,appropriately,Oxford5000,B2,0,0,1,1,0,0,0,1,0,0
240,approval,Oxford5000,B2,0,0,0,0,0,0,0,1,1,0
241,approve,Oxford5000,B2,0,0,0,0,0,0,0,1,1,0
242,approximately,Oxford5000,B1,1,0,1,0,0,0,0,1,0,0
243,April,Oxford5000,A1,0,0,0,0,0,0,0,1,0,0
244,arbitrary,Oxford5000,C1,1,0,1,0,1,0,0,1,0,0
245,architect,Oxford5000,A2,1,0,0,0,1,0,0,1,0,0
246,architecture,Oxford5000,A2,1,0,0,0,1,0,1,1,0,0
247,architectural,Oxford5000,C1,1,0,0,0,1,0,1,1,0,0
248,archive,Oxford5000,C1,1,0,0,0,0,0,0,0,0,0
249,area,Oxford5000,A1,0,0,1,0,1,0,0,1,0,0
250,arena,Oxford5000,C1,0,0,1,0,0,0,1,1,0,0
251,argue,Oxford5000,A2,1,0,0,0,0,0,0,0,1,0
252,arguably,Oxford5000,C1,1,0,1,0,0,0,0,1,1,0
253,argument,Oxford5000,A2,1,0,0,0,0,0,0,1,0,0
254,arise,Oxford5000,B2,0,0,0,0,0,0,1,0,0,0
255,arm,Oxford5000,A1,1,0,0,0,0,0,0,0,0,0
256,armed,Oxford5000,B2,1,0,0,0,0,0,0,0,0,0
257,arms,Oxford5000,B2,1,0,0,0,0,0,0,0,0,0
258,army,Oxford5000,A2,1,0,1,0,0,0,0,0,0,0
259,around,Oxford5000,A1,0,0,0,0,0,0,1,0,0,0
260,arrange,Oxford5000,A2,0,0,0,0,0,0,1,0,0,0
261,arrangement,Oxford5000,A2,0,0,0,0,0,0,1,1,0,0
262,array,Oxford5000,C1,0,0,0,0,0,0,1,0,0,0
263,arrest,Oxford5000,B1,0,0,0,0,1,0,1,0,0,0
264,arrival,Oxford5000,B1,0,0,0,0,0,0,1,1,0,0
265,arrive,Oxford5000,A1,0,0,0,0,0,0,1,0,0,0
266,arrow,Oxford5000,B2,0,0,0,0,0,1,0,0,0,0
267,art,Oxford5000,A1,1,0,0,0,0,0,0,0,0,0
268,article,Oxford5000,A1,1,0,0,0,0,0,0,1,0,0
269,articulate,Oxford5000,C1,1,0,0,1,0,0,0,1,0,0
270,artificial,Oxford5000,B2,1,0,0,1,0,0,0,1,0,0
271,artist,Oxford5000,A1,1,0,0,0,0,0,0,1,0,0
272,artistic,Oxford5000,B2,1,0,0,1,0,0,0,0,0,0
273,artwork,Oxford5000,B2,1,0,0,0,0,0,1,0,0,0
274,as,Oxford5000,A2,0,0,0,0,0,1,0,0,0,0
275,ash,Oxford5000,C1,0,0,0,0,0,1,0,0,0,0
276,ashamed,Oxford5000,B2,0,0,0,0,0,0,0,1,0,0
277,aside,Oxford5000,B2,0,0,0,0,0,0,0,1,0,0
278,ask,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
279,asleep,Oxford5000,A2,0,0,1,0,0,0,0,1,0,0
280,aspect,Oxford5000,B2,0,0,0,0,1,1,0,0,0,0
281,aspiration,Oxford5000,C1,0,0,0,0,0,1,1,1,0,0
282,aspire,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
283,assassination,Oxford5000,C1,0,0,0,0,0,1,0,1,0,0
284,assault,Oxford5000,C1,0,0,0,0,0,0,0,1,0,1
285,assemble,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
286,assembly,Oxford5000,C1,0,0,1,0,1,0,0,1,0,0
287,assess,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
288,assessment,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
289,asset,Oxford5000,B2,0,0,0,0,1,1,0,0,0,0
290,assign,Oxford5000,B2,0,0,0,0,0,0,0,1,0,0
291,assignment,Oxford5000,B1,0,0,0,0,0,0,0,1,0,0
292,assist,Oxford5000,B1,0,0,0,1,0,0,0,1,0,0
293,assistance,Oxford5000,B2,0,0,0,1,0,0,0,1,0,0
294,assistant,Oxford5000,A2,0,0,0,1,0,0,0,1,0,0
295,associate,Oxford5000,B2,0,0,1,0,0,0,0,1,0,0
296,associated,Oxford5000,B2,0,0,1,1,0,0,0,1,0,0
297,association,Oxford5000,B2,0,0,1,0,0,0,0,1,0,0
298,assume,Oxford5000,B2,0,0,0,0,0,0,0,1,1,0
299,assumption,Oxford5000,B2,0,1,0,0,0,0,0,1,0,0
300,assurance,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
301,assure,Oxford5000,B2,0,0,0,0,0,0,0,1,0,0
302,at,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
303,athlete,Oxford5000,A2,0,0,1,0,0,1,0,0,0,0
304,atmosphere,Oxford5000,B1,0,0,0,1,0,1,0,1,0,0
305,attach,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
306,attachment,Oxford5000,B2,0,0,0,0,0,1,0,1,0,0
307,attack,Oxford5000,A2,0,0,0,0,0,1,0,1,0,0
308,attain,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
309,attempt,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
310,attend,Oxford5000,A2,0,0,0,0,1,0,0,1,0,0
311,attendance,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
312,attention,Oxford5000,A2,0,0,0,0,1,0,0,1,0,0
313,attitude,Oxford5000,B1,0,0,0,0,0,1,0,1,1,0
314,attorney,Oxford5000,C1,0,0,1,0,0,0,1,1,0,0
315,attract,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
316,attraction,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
317,attractive,Oxford5000,A2,0,0,0,1,0,1,0,1,0,0
318,attribute,Oxford5000,C1,0,0,0,0,0,1,0,1,1,0
319,auction,Oxford5000,B2,1,0,0,0,0,0,0,1,0,0
320,audience,Oxford5000,A2,1,0,1,0,0,0,0,1,0,0
321,audio,Oxford5000,B2,1,0,1,0,0,0,0,0,0,0
322,audit,Oxford5000,C1,0,0,0,1,0,0,0,0,0,1
323,August,Oxford5000,A1,1,0,0,0,0,0,0,1,0,0
324,aunt,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
325,authentic,Oxford5000,C1,0,0,0,1,1,0,0,1,0,0
326,author,Oxford5000,A2,0,0,0,0,0,0,1,0,0,1
327,authority,Oxford5000,B1,0,0,1,0,0,0,0,1,0,1
328,authorize,Oxford5000,C1,0,0,0,0,0,0,1,0,0,1
329,auto,Oxford5000,C1,0,0,0,0,0,0,0,0,0,1
330,automatic,Oxford5000,B2,0,0,0,1,0,1,0,1,0,1
331,automatically,Oxford5000,B2,0,0,1,1,0,1,0,1,0,1
332,autumn,Oxford5000,A1,0,0,0,0,0,0,0,1,0,1
333,autonomy,Oxford5000,C1,1,0,1,0,0,0,0,1,0,1
334,available,Oxford5000,A2,0,0,0,0,0,0,0,1,0,0
335,availability,Oxford5000,C1,0,0,1,1,0,0,0,1,0,0
336,average,Oxford5000,A2,0,0,0,1,0,1,1,0,0,0
337,avoid,Oxford5000,A2,0,0,0,0,0,0,0,1,0,0
338,await,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
339,award,Oxford5000,A2,0,0,0,0,0,0,0,1,0,1
340,aware,Oxford5000,B1,0,0,0,0,1,0,0,1,0,0
341,awareness,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
342,away,Oxford5000,A1,0,0,0,0,0,0,0,1,0,0
343,awful,Oxford5000,A2,1,0,0,0,0,0,0,1,0,0
344,awkward,Oxford5000,B2,1,0,0,0,0,0,1,0,0,0
345,baby,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
346,back,Oxford5000,A2,0,0,0,0,0,1,0,0,0,0
347,backdrop,Oxford5000,C1,1,0,0,0,0,1,0,0,0,0
348,background,Oxford5000,A2,0,0,0,0,0,1,0,0,0,0
349,backing,Oxford5000,C1,0,0,0,1,0,1,0,0,0,0
350,backup,Oxford5000,C1,0,1,0,0,0,1,0,0,0,0
351,backwards,Oxford5000,B1,0,0,0,0,0,1,1,0,0,0
352,bacteria,Oxford5000,B2,0,0,1,1,0,1,0,1,0,0
353,bad,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
354,badge,Oxford5000,B2,0,0,0,0,0,1,0,0,0,0
355,badly,Oxford5000,A2,0,0,1,0,0,1,0,0,0,0
356,bag,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
357,balance,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
358,balanced,Oxford5000,B2,0,0,0,0,0,1,0,1,0,0
359,ball,Oxford5000,A1,0,0,0,0,0,0,0,0,0,1
360,ballet,Oxford5000,B2,0,0,0,0,0,1,0,0,0,0
361,balloon,Oxford5000,B2,0,0,0,0,0,0,0,1,1,0
362,ballot,Oxford5000,C1,0,0,0,0,0,1,0,1,0,0
363,ban,Oxford5000,B1,0,0,0,0,0,1,0,0,0,0
364,banana,Oxford5000,A1,0,0,0,0,0,1,0,1,0,0
365,band,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
366,banner,Oxford5000,C1,0,0,0,0,0,1,1,0,0,0
367,bar,Oxford5000,A2,1,0,0,0,0,0,0,0,0,0
368,bare,Oxford5000,C1,0,0,0,0,1,0,0,0,0,0
369,barely,Oxford5000,B2,0,0,1,0,1,0,0,0,0,0
370,bargain,Oxford5000,B2,1,0,0,0,0,0,0,1,0,0
371,barrel,Oxford5000,C1,0,0,0,0,0,1,0,1,0,0
372,barrier,Oxford5000,B2,0,0,1,0,0,1,1,0,0,0
373,baseball,Oxford5000,A2,0,0,0,0,0,0,0,0,0,1
374,basement,Oxford5000,B2,0,0,0,0,0,0,0,1,0,0
375,basic,Oxford5000,B1,0,0,0,1,0,0,0,0,0,0
376,basically,Oxford5000,B2,0,0,1,1,0,0,0,0,0,0
377,basis,Oxford5000,B1,0,0,0,0,0,0,0,1,0,0
378,basket,Oxford5000,B2,0,0,0,0,0,1,0,1,0,0
379,basketball,Oxford5000,A2,0,0,0,0,0,1,0,1,0,1
380,bass¹,Oxford5000,C1,0,0,0,0,0,1,0,0,0,0
381,bat,Oxford5000,B2,0,0,0,0,0,1,0,0,0,0
382,bath,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
383,bathroom,Oxford5000,A1,0,0,0,0,0,1,0,0,1,0
384,battle,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
385,battlefield,Oxford5000,C1,0,0,1,0,0,1,0,1,0,0
386,be,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
387,beach,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
388,beam,Oxford5000,C1,0,0,1,0,0,0,0,0,0,0
389,bean,Oxford5000,A2,0,0,1,0,0,0,0,0,0,0
