caseId,family,route,entryControl,surfaceId,sourceAnchor,sourceVersion,role,capabilityFlags,datasetId,state,viewport,zoom,inputMode,evidenceClass,expectedContract,commandOrSteps,status,findingIds,artifactIds,blockerOwner,blockerReason,action,priorState,pendingState,terminalState,requestIdentity,acknowledgementBudgetProposedMs,acknowledgementMeasuredMs,outcomeMeasuredMs,settleMeasuredMs,geometrySummaryId,liveObservationId,motionPreference,focusBeforeAfter,scrollBeforeAfter,staleResponseOutcome
ZOOM-real-23,#courses/class-management,#courses/class-management,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,360 CSS px,400%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-real.json,,,,,,,,,,,,dpr=4; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-real-24,#dashboard,#dashboard,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,360 CSS px,400%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-real.json,,,,,,,,,,,,dpr=4; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-real-25,#books,#books,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,360 CSS px,400%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-real.json,,,,,,,,,,,,dpr=4; CSS zoom=1; actual Chrome settings zoom,,,,,
FONT-real-1,Typography,,,#audit-glyph-0-0,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,pass,,font-zoom-real.json,,,,,,,,,,,,,,,,,
FONT-real-2,Typography,,,#audit-glyph-1-0,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,finding,F-03,font-zoom-real.json,,,,,,,,,,,,,,,,,
FONT-real-3,Typography,,,#audit-glyph-0-1,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,pass,,font-zoom-real.json,,,,,,,,,,,,,,,,,
FONT-real-4,Typography,,,#audit-glyph-1-1,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,finding,F-03,font-zoom-real.json,,,,,,,,,,,,,,,,,
FONT-real-5,Typography,,,#audit-glyph-0-2,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,pass,,font-zoom-real.json,,,,,,,,,,,,,,,,,
FONT-real-6,Typography,,,#audit-glyph-1-2,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,finding,F-03,font-zoom-real.json,,,,,,,,,,,,,,,,,
ZOOM-fallback-1,#staff,#staff,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,1440 CSS px,100%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-2,#students,#students,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,1440 CSS px,100%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-3,#courses/class-management,#courses/class-management,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,1440 CSS px,100%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-4,#dashboard,#dashboard,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,1440 CSS px,100%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-5,#books,#books,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,1440 CSS px,100%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-6,#staff,#staff,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,1152 CSS px,125.0%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1.25; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-7,#students,#students,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,1152 CSS px,125.0%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1.25; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-8,#courses/class-management,#courses/class-management,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,1152 CSS px,125.0%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1.25; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-9,#dashboard,#dashboard,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,1152 CSS px,125.0%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1.25; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-10,#books,#books,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,1152 CSS px,125.0%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1.25; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-11,#staff,#staff,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,960 CSS px,150.0%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1.5; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-12,#students,#students,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,960 CSS px,150.0%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1.5; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-13,#courses/class-management,#courses/class-management,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,960 CSS px,150.0%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1.5; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-14,#dashboard,#dashboard,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,960 CSS px,150.0%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1.5; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-15,#books,#books,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,960 CSS px,150.0%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=1.5; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-16,#staff,#staff,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,720 CSS px,200%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=2; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-17,#students,#students,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,720 CSS px,200%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=2; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-18,#courses/class-management,#courses/class-management,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,720 CSS px,200%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=2; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-19,#dashboard,#dashboard,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,720 CSS px,200%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=2; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-20,#books,#books,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,720 CSS px,200%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=2; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-21,#staff,#staff,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,360 CSS px,400%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=4; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-22,#students,#students,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,360 CSS px,400%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=4; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-23,#courses/class-management,#courses/class-management,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,360 CSS px,400%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=4; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-24,#dashboard,#dashboard,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,360 CSS px,400%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=4; CSS zoom=1; actual Chrome settings zoom,,,,,
ZOOM-fallback-25,#books,#books,,,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,,document reflow only,360 CSS px,400%,Chrome automation,local simulated UI,document reflow only,,pass,,font-zoom-fallback.json,,,,,,,,,,,,dpr=4; CSS zoom=1; actual Chrome settings zoom,,,,,
FONT-fallback-1,Typography,,,#audit-glyph-0-0,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,pass,,font-zoom-fallback.json,,,,,,,,,,,,,,,,,
FONT-fallback-2,Typography,,,#audit-glyph-1-0,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,pass,,font-zoom-fallback.json,,,,,,,,,,,,,,,,,
FONT-fallback-3,Typography,,,#audit-glyph-0-1,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,pass,,font-zoom-fallback.json,,,,,,,,,,,,,,,,,
FONT-fallback-4,Typography,,,#audit-glyph-1-1,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,pass,,font-zoom-fallback.json,,,,,,,,,,,,,,,,,
FONT-fallback-5,Typography,,,#audit-glyph-0-2,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,pass,,font-zoom-fallback.json,,,,,,,,,,,,,,,,,
FONT-fallback-6,Typography,,,#audit-glyph-1-2,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,NFC/NFD Vietnamese regular/bold/italic,actual glyph-bearing platform fonts,,100%,Chrome automation,local simulated UI,actual glyph-bearing platform fonts,,pass,,font-zoom-fallback.json,,,,,,,,,,,,,,,,,
DIALOG-001,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Info,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-002,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Learning Profile,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-003,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Student 360,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-004,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Courses,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-005,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Finance,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-006,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Identity,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-007,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Teaching Sessions,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-008,crm-course-modal,,explicit fixture disclosure; not domain entry proof,crm-course-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Info,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-009,crm-course-modal,,explicit fixture disclosure; not domain entry proof,crm-course-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Management,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-010,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Settings,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-011,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Scheduling,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-012,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Attendance,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-013,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Stream,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-014,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Modules,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-015,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Classwork,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-016,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Review Board,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-017,scheduler-action-modal,,explicit fixture disclosure; not domain entry proof,scheduler-action-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-018,bulk-delete-warning-modal,,explicit fixture disclosure; not domain entry proof,bulk-delete-warning-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-019,crm-teaching-session-modal,,explicit fixture disclosure; not domain entry proof,crm-teaching-session-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
