ID,TITLE,ANSWER,Level,lex_score,grammar_score,dictation_score,reasons
25,#25 RS,They can tutor other students who need help for the preparation of the course and the test.,2,0,1,2,"lex=0(rare_avg=4.00: tutor(3.67), preparation(4.32)) | grammar=relative(who) | dictation=long(17); dense(7)"
26,#26 RS,The artist's early work was a good buy.,1,0,0,1,"lex=0(rare_avg=4.42: artist's(3.52), buy(5.32)) | dictation=contraction"
27,#27 RS,Feelings of nervousness are common among all university freshers.,2,2,0,1,"lex=2(rare_avg=2.81: freshers(2.58), nervousness(3.04)) | dictation=dense(6)"
28,#28 RS,He was an abstract expressionist painter.,1,1,0,0,"lex=1(rare_avg=3.23: expressionist(2.53), painter(3.93))"
29,#29 RS,I can't afford to take a gap year unless I can get a job and save up.,2,0,1,3,"lex=0(rare_avg=4.52: gap(4.47), afford(4.57)) | grammar=adv_sub(unless) | dictation=contraction; long(17); dense(9)"
30,#30 RS,"There are several reasons for population growth, such as better education.",2,0,0,2,"lex=0(rare_avg=4.97: reasons(4.93), population(5.01)) | dictation=long(11); dense(6)"
31,#31 RS,"Marketing involves many activities, including doing research, developing products and promoting them.",2,0,0,3,"lex=0(rare_avg=4.31: promoting(4.28), involves(4.34)) | dictation=list_enum; long(12); dense(10)"
32,#32 RS,The financial report for the last quarter will be available this afternoon.,2,0,0,2,"lex=0(rare_avg=4.72: quarter(4.72), afternoon(4.72)) | dictation=long(12); dense(6)"
33,#33 RS,Extra seminars will be scheduled to assist you with revision.,1,1,1,0,"lex=1(rare_avg=3.66: seminars(3.50), revision(3.82)) | grammar=passive(be scheduled)"
34,#34 RS,"But overall, surely scientific development is a positive thing.",1,0,0,1,"lex=0(rare_avg=4.61: surely(4.55), scientific(4.67)) | dictation=dense(6)"
35,#35 RS,You should enquire about the direct deposit.,1,1,1,0,"lex=1(rare_avg=3.81: enquire(3.38), deposit(4.24)) | grammar=modal(should)"
36,#36 RS,The impact of climate change could result in floods.,1,0,1,0,"lex=0(rare_avg=4.25: floods(3.78), climate(4.71)) | grammar=modal(could)"
37,#37 RS,Cycle lanes make it safer to travel by bike.,1,0,0,1,"lex=0(rare_avg=4.03: lanes(3.97), safer(4.09)) | dictation=dense(6)"
38,#38 RS,All too often people overeat without realizing it.,1,1,0,0,"lex=1(rare_avg=3.13: overeat(2.30), realizing(3.97))"
39,#39 RS,There are on-going problems with the over-consumption of junk food.,1,0,0,0,"lex=0(rare_avg=4.19: junk(4.03), consumption(4.35))"
40,#40 RS,Factors such as cost and function influence the design of a bridge.,2,0,0,2,"lex=0(rare_avg=4.71: factors(4.64), bridge(4.77)) | dictation=long(12); dense(6)"
41,#41 RS,Cities need to invest more money in road systems.,1,0,0,1,"lex=0(rare_avg=4.58: invest(4.32), cities(4.84)) | dictation=dense(6)"
42,#42 RS,He's shown an interest in exciting new art movements.,1,0,0,2,"lex=0(rare_avg=4.45: movements(4.35), exciting(4.54)) | dictation=contraction; dense(7)"
43,#43 RS,"Then we go for ones where we know there're guided tours, because this gives good focus for the visit.",2,1,1,3,"lex=1(rare_avg=3.43: there're(2.80), guided(4.06)) | grammar=relative(where) | dictation=contraction; long(19); dense(11)"
44,#44 RS,"Absolutely, I believe scientific development can be a positive thing.",1,0,0,1,"lex=0(rare_avg=4.83: scientific(4.67), absolutely(4.98)) | dictation=dense(6)"
45,#45 RS,Public transport is the best way to travel to university.,1,0,0,1,"lex=0(rare_avg=4.84: transport(4.68), travel(5.00)) | dictation=dense(6)"
46,#46 RS,Even during leisure time you can hear attempts to persuade or influence.,2,1,0,2,"lex=1(rare_avg=3.87: persuade(3.82), leisure(3.92)) | dictation=long(12); dense(6)"
47,#47 RS,"Here in this area, you shouldn't find any huge social problems nowadays.",2,0,0,3,"lex=0(rare_avg=4.46: nowadays(4.11), shouldn't(4.82)) | dictation=contraction; long(12); dense(7)"
48,#48 RS,Street lighting allows people to walk home safely at night.,1,0,0,1,"lex=0(rare_avg=4.25: safely(4.22), lighting(4.29)) | dictation=dense(8)"
49,#49 RS,But we have confirmed the dates and planned the optional extra visits.,2,0,1,2,"lex=0(rare_avg=4.11: optional(3.91), visits(4.30)) | grammar=perfect(have confirmed) | dictation=long(12); dense(6)"
50,#50 RS,"Advertisements need to appeal to people of different ages, socioeconomic backgrounds, and genders.",2,1,0,3,"lex=1(rare_avg=3.30: genders(3.27), socioeconomic(3.34)) | dictation=list_enum; long(13); dense(9)"
51,#51 RS,"In most cases, quality products don't need much advertising.",1,0,0,2,"lex=0(rare_avg=4.79: advertising(4.54), cases(5.04)) | dictation=contraction; dense(7)"
52,#52 RS,"During some stages of sleep, your eyes move rapidly behind your closed eyelids.",2,1,0,2,"lex=1(rare_avg=3.75: eyelids(3.16), rapidly(4.34)) | dictation=long(13); dense(8)"
53,#53 RS,A new report outlines ways in which cities should address transport issues.,3,0,3,2,"lex=0(rare_avg=4.14: outlines(3.60), transport(4.68)) | grammar=phrase(in which); modal(should); relative(which) | dictation=long(12); dense(8)"
54,#54 RS,Teenagers more than most age groups feel strong pressure to conform.,2,1,0,2,"lex=1(rare_avg=3.77: conform(3.53), teenagers(4.01)) | dictation=long(11); dense(7)"
55,#55 RS,Our exam results are consistently high in all subjects.,1,0,0,0,"lex=0(rare_avg=4.25: consistently(4.24), exam(4.26))"
56,#56 RS,Some people suggest a levy on junk food to discourage its consumption.,2,1,0,2,"lex=1(rare_avg=3.71: discourage(3.57), levy(3.85)) | dictation=long(12); dense(7)"
57,#57 RS,University students pay a lot of money for their education.,1,0,0,1,"lex=0(rare_avg=5.27: students(5.25), education(5.28)) | dictation=dense(6)"
59,#59 RS,There are many good methods that can be used.,1,0,0,0,"lex=0(rare_avg=5.24: methods(4.68), used(5.80))"
60,#60 RS,Lack of sleep can lead to changes in behavior.,1,0,0,0,"lex=0(rare_avg=4.80: behavior(4.69), lack(4.92))"
61,#61 RS,The amount of sleep that adults need doesn't change as they get older.,2,0,0,3,"lex=0(rare_avg=4.75: adults(4.59), older(4.92)) | dictation=contraction; long(13); dense(8)"
62,#62 RS,"It's a difficult one. If you start prohibiting some research, where do you draw the line?",2,0,1,3,"lex=0(rare_avg=4.06: prohibiting(3.32), draw(4.81)) | grammar=relative(where) | dictation=contraction; long(16); dense(8)"
63,#63 RS,It's important for people to connect to each other.,1,0,0,1,"lex=0(rare_avg=4.91: connect(4.38), important(5.44)) | dictation=contraction"
64,#64 RS,The problems that science solves far outweigh the problems that it may bring.,2,1,1,2,"lex=1(rare_avg=3.28: outweigh(3.27), solves(3.29)) | grammar=modal(may) | dictation=long(13); dense(7)"
65,#65 RS,There is a lot of sugar in many fast foods.,1,0,0,0,"lex=0(rare_avg=4.54: foods(4.41), sugar(4.68))"
66,#66 RS,It is important that you work as a team on this project.,2,0,1,1,"lex=0(rare_avg=5.33: project(5.22), important(5.44)) | grammar=passive(is important) | dictation=long(12)"
67,#67 RS,Detailed analysis of population growth has revealed some alarming predictions.,2,1,1,1,"lex=1(rare_avg=3.73: alarming(3.53), predictions(3.94)) | grammar=perfect(has revealed) | dictation=dense(7)"
68,#68 RS,Students who wish to apply for an extension should approach their tutors.,3,1,2,2,"lex=1(rare_avg=3.80: tutors(3.15), extension(4.46)) | grammar=modal(should); relative(who) | dictation=long(12); dense(6)"
69,#69 RS,Visual aids can make presentations clearer and more interesting.,1,1,0,1,"lex=1(rare_avg=3.67: presentations(3.61), clearer(3.73)) | dictation=dense(6)"
70,#70 RS,"Unlike applied arts, fine arts do not serve a practical function.",2,0,0,2,"lex=0(rare_avg=4.53: practical(4.48), unlike(4.57)) | dictation=long(11); dense(8)"
71,#71 RS,There is plenty of cheap accommodation off-campus.,1,0,0,0,"lex=0(rare_avg=4.29: accommodation(4.06), campus(4.51))"
72,#72 RS,The lecture on child psychology has been postponed until Friday.,3,0,2,0,"lex=0(rare_avg=3.94: postponed(3.74), lecture(4.14)) | grammar=passive(been postponed); perfect(has been postponed)"
73,#73 RS,You must establish a day and time with your tutor.,1,0,1,0,"lex=0(rare_avg=4.06: tutor(3.67), establish(4.46)) | grammar=modal(must)"
74,#74 RS,There will be no extensions given for this project.,1,0,1,0,"lex=0(rare_avg=4.52: extensions(3.82), project(5.22)) | grammar=passive(be no extensions given)"
75,#75 RS,My favorite place in my hometown is the main park located downtown.,2,0,0,2,"lex=0(rare_avg=4.16: hometown(3.91), downtown(4.40)) | dictation=long(12); dense(7)"
76,#76 RS,Students do better when they interact with others with completely different perspectives on things.,2,0,0,2,"lex=0(rare_avg=3.97: perspectives(3.89), interact(4.05)) | dictation=long(14); dense(8)"
77,#77 RS,"The atmosphere is very important to our lives, and we cannot live without it.",2,0,1,2,"lex=0(rare_avg=4.79: atmosphere(4.46), cannot(5.11)) | grammar=passive(is very important) | dictation=long(14); dense(6)"
78,#78 RS,"First of all, a lot of students don't even know how to type very fast.",2,0,0,3,"lex=0(rare_avg=5.19: fast(5.13), students(5.25)) | dictation=contraction; long(15); dense(7)"
79,#79 RS,So what do the lungfish do in order to survive?,1,1,1,0,"lex=1(rare_avg=3.13: lungfish(1.74), survive(4.52)) | grammar=phrase(in order to)"
80,#80 RS,A new cafe is opening in the library's basement.,1,1,0,1,"lex=1(rare_avg=3.51: library's(2.93), cafe(4.09)) | dictation=contraction"
81,#81 RS,It is one of the oldest original parts of our university.,1,0,0,1,"lex=0(rare_avg=4.66: oldest(4.24), parts(5.07)) | dictation=long(11)"
82,#82 RS,The media are to blame for the excessive promotion of unhealthy food.,2,0,0,2,"lex=0(rare_avg=3.92: unhealthy(3.72), excessive(4.12)) | dictation=long(12); dense(6)"
83,#83 RS,The supplementary energy sources are needed after exertion.,1,1,1,0,"lex=1(rare_avg=3.13: exertion(2.90), supplementary(3.36)) | grammar=passive(are needed)"
84,#84 RS,He would use his brushes in new and interesting ways.,1,0,1,0,"lex=0(rare_avg=4.29: brushes(3.58), interesting(5.00)) | grammar=modal(would)"
85,#85 RS,The artist is exhibiting in the national art gallery next year.,2,0,0,2,"lex=0(rare_avg=3.95: exhibiting(3.40), gallery(4.49)) | dictation=long(11); dense(7)"
86,#86 RS,A course in art will stimulate creativity.,1,1,0,0,"lex=1(rare_avg=3.84: stimulate(3.67), creativity(4.01))"
87,#87 RS,He has a good collection of art.,1,0,0,0,"lex=0(rare_avg=5.12: collection(4.96), art(5.29))"
88,#88 RS,The artist used an apartment as his studio.,1,0,0,0,"lex=0(rare_avg=4.66: apartment(4.65), studio(4.66))"
89,#89 RS,"Children, for example, are often exposed to negative role models due to peer pressure.",2,0,1,3,"lex=0(rare_avg=4.32: peer(4.14), exposed(4.51)) | grammar=passive(are often exposed) | dictation=list_enum; long(14); dense(10)"
90,#90 RS,People often conform during their leisure time as well as in their work hours.,2,1,0,2,"lex=1(rare_avg=3.72: conform(3.53), leisure(3.92)) | dictation=long(14); dense(8)"
91,#91 RS,Conformity involves acting or thinking like other group members.,1,1,0,1,"lex=1(rare_avg=3.77: conformity(3.20), involves(4.34)) | dictation=dense(7)"
92,#92 RS,An understanding of persuasive techniques should help you recognise their use.,2,0,1,2,"lex=0(rare_avg=3.96: persuasive(3.41), techniques(4.51)) | grammar=modal(should) | dictation=long(11); dense(6)"
93,#93 RS,"Nowadays, persuasion is an important area of research within social psychology.",2,1,1,2,"lex=1(rare_avg=3.72: persuasion(3.33), nowadays(4.11)) | grammar=passive(is an important) | dictation=long(11); dense(8)"
94,#94 RS,He needs to talk to you about your industrial architecture class.,1,0,0,1,"lex=0(rare_avg=4.56: architecture(4.42), industrial(4.71)) | dictation=long(11)"
95,#95 RS,"Often, the point of the advertisements is to raise awareness rather than give information.",2,0,1,2,"lex=0(rare_avg=4.10: advertisements(3.75), awareness(4.44)) | grammar=phrase(rather than) | dictation=long(14); dense(8)"
96,#96 RS,"Generally, consumers trust friends more than commercial information, such as advertisements.",2,0,0,3,"lex=0(rare_avg=4.07: advertisements(3.75), consumers(4.39)) | dictation=list_enum; long(11); dense(7)"
97,#97 RS,"Advertisements can occur in unusual places, even in the sea or in the sky.",2,0,0,2,"lex=0(rare_avg=4.10: advertisements(3.75), unusual(4.45)) | dictation=long(14); dense(6)"
98,#98 RS,"People see ads on the internet, on TV and in magazines.",1,0,0,1,"lex=0(rare_avg=4.20: magazines(4.07), ads(4.32)) | dictation=long(11)"
99,#99 RS,Elephants spend some of their sleeping time standing up and some of it lying down.,2,0,0,2,"lex=0(rare_avg=4.18: elephants(3.81), sleeping(4.56)) | dictation=long(15); dense(6)"
100,#100 RS,Fatigue is a factor in a significant proportion of road accidents.,2,0,0,2,"lex=0(rare_avg=3.99: fatigue(3.86), proportion(4.11)) | dictation=long(11); dense(6)"
101,#101 RS,Having a shower before going to bed can help you sleep.,2,0,0,2,"lex=0(rare_avg=4.78: shower(4.50), sleep(5.05)) | dictation=long(11); dense(6)"
102,#102 RS,It is normal to wake up several times each night.,1,0,0,0,"lex=0(rare_avg=4.88: wake(4.76), normal(5.01))"
103,#103 RS,The hypothesis about black holes is rendered moot by the explanation of the explosion.,2,1,1,2,"lex=1(rare_avg=3.55: moot(3.23), hypothesis(3.87)) | grammar=passive(is rendered) | dictation=long(14); dense(7)"
104,#104 RS,There is disagreement among researchers about why we dream.,1,0,1,0,"lex=0(rare_avg=4.03: disagreement(3.66), researchers(4.39)) | grammar=passive(is disagreement)"
105,#105 RS,Most adults need around eight hours of sleep every night.,1,0,0,1,"lex=0(rare_avg=4.80: adults(4.59), eight(5.02)) | dictation=dense(7)"
106,#106 RS,It's my opinion that technological advances will begin to slow.,1,0,0,2,"lex=0(rare_avg=4.07: technological(4.06), advances(4.08)) | dictation=contraction; dense(6)"
107,#107 RS,Robots are able to communicate with humans around them.,1,0,0,0,"lex=0(rare_avg=4.10: robots(3.99), communicate(4.20))"
108,#108 RS,Most people feel lonely at some point in their lives.,1,0,0,0,"lex=0(rare_avg=4.70: lonely(4.25), lives(5.14))"
109,#109 RS,"If little action is taken, we could experience energy shortages.",3,0,2,1,"lex=0(rare_avg=4.37: shortages(3.50), energy(5.23)) | grammar=modal(could); passive(is taken) | dictation=dense(6)"
110,#110 RS,One solution is a system of electric cars available for hire on demand.,2,0,0,2,"lex=0(rare_avg=4.56: hire(4.40), electric(4.72)) | dictation=long(13); dense(8)"
111,#111 RS,We could invest in effective public transport.,1,0,1,0,"lex=0(rare_avg=4.50: invest(4.32), transport(4.68)) | grammar=modal(could)"
112,#112 RS,New technology has a role to play in innovation.,1,0,0,0,"lex=0(rare_avg=4.71: innovation(4.32), technology(5.09))"
113,#113 RS,This number went up very slowly over several centuries.,1,0,0,0,"lex=0(rare_avg=4.47: centuries(4.32), slowly(4.63))"
114,#114 RS,"2000 years ago, there were few people in the world.",1,0,0,1,"lex=0(rare_avg=5.65: ago(5.42), world(5.89)) | dictation=number"
115,#115 RS,Students are not allowed to speak when they are in the examination hall.,2,0,1,1,"lex=0(rare_avg=4.56: examination(4.26), hall(4.87)) | grammar=passive(are not allowed) | dictation=long(13)"
116,#116 RS,Copying from the internet threatens to damage your chances of success.,2,1,0,2,"lex=1(rare_avg=3.71: copying(3.68), threatens(3.75)) | dictation=long(11); dense(6)"
117,#117 RS,"To acquire a copy of the presentation, please go to my website.",2,0,0,2,"lex=0(rare_avg=4.22: acquire(4.13), presentation(4.31)) | dictation=long(12); dense(6)"
118,#118 RS,Please leave any questions related to the topic until the end.,2,0,0,2,"lex=0(rare_avg=4.79: topic(4.49), related(5.10)) | dictation=long(11); dense(7)"
119,#119 RS,The students' union governs the use of the sports center.,1,0,0,1,"lex=0(rare_avg=4.04: governs(3.15), sports(4.94)) | dictation=dense(6)"
120,#120 RS,Anyone who feels ill should visit our medical center.,3,0,2,1,"lex=0(rare_avg=4.81: ill(4.72), feels(4.90)) | grammar=modal(should); relative(who) | dictation=dense(6)"
121,#121 RS,I hope I can take early retirement before I'm sixty.,1,0,0,1,"lex=0(rare_avg=4.23: sixty(3.93), retirement(4.53)) | dictation=contraction"
122,#122 RS,I'd like to start a family when I'm about thirty years old.,2,0,0,3,"lex=0(rare_avg=4.87: thirty(4.38), i'd(5.36)) | dictation=contraction; long(12); dense(7)"
123,#123 RS,Next year I'm planning to take a sabbatical so that I can travel to South America.,2,0,1,3,"lex=0(rare_avg=3.93: sabbatical(2.95), planning(4.90)) | grammar=phrase(so that) | dictation=contraction; long(16); dense(6)"
124,#124 RS,Some teenagers in my school are not very well-behaved but fortunately all my friends are.,2,1,0,2,"lex=1(rare_avg=3.78: behaved(3.59), fortunately(3.97)) | dictation=long(15); dense(6)"
125,#125 RS,Some people think that having a child is not a major responsibility but obviously it is.,2,0,0,2,"lex=0(rare_avg=4.78: responsibility(4.75), obviously(4.80)) | dictation=long(16); dense(7)"
126,#126 RS,"Not everyone wants to keep in touch with their old school friends when they leave school, but I would like to.",2,0,1,2,"lex=0(rare_avg=5.08: touch(4.91), wants(5.24)) | grammar=modal(would) | dictation=long(21); dense(10)"
127,#127 RS,Scientific developments often cause lots of problems so sometimes they're not worth it.,2,0,0,3,"lex=0(rare_avg=4.45: developments(4.22), scientific(4.67)) | dictation=contraction; long(13); dense(9)"
128,#128 RS,"Absolutely, I don't think anyone should try to interfere with nature.",2,0,1,3,"lex=0(rare_avg=4.43: interfere(3.88), absolutely(4.98)) | grammar=modal(should) | dictation=contraction; long(11); dense(7)"
129,#129 RS,I'm not sure really. Most research is beneficial but some can be unethical or even dangerous.,2,1,0,3,"lex=1(rare_avg=3.70: unethical(3.31), beneficial(4.08)) | dictation=contraction; long(16); dense(7)"
130,#130 RS,Email is quick and convenient.,1,0,1,0,"lex=0(rare_avg=4.42: convenient(4.15), email(4.68)) | grammar=passive(is quick and convenient)"
131,#131 RS,"Our friends give us emotional support, although not always.",1,0,1,0,"lex=0(rare_avg=4.98: emotional(4.66), although(5.30)) | grammar=adv_sub(although)"
132,#132 RS,Early next year there's a major auction of his work.,1,0,0,2,"lex=0(rare_avg=4.79: auction(4.27), major(5.30)) | dictation=contraction; dense(7)"
133,#133 RS,"In just 12 years, the global population rose from 6 to 7 billion.",1,0,0,2,"lex=0(rare_avg=4.79: billion(4.75), rose(4.82)) | dictation=number; long(13)"
134,#134 RS,"In 1880, cycling became a major phenomenon in Europe.",1,0,0,1,"lex=0(rare_avg=4.12: cycling(4.10), phenomenon(4.13)) | dictation=number"
135,#135 RS,All students on engineering courses spent one year working on the raw experience.,2,0,0,2,"lex=0(rare_avg=4.50: courses(4.46), raw(4.53)) | dictation=long(13); dense(9)"
136,#136 RS,Economy of scale is the increase in efficiency that occurs when more goods are produced.,2,0,1,2,"lex=0(rare_avg=4.36: occurs(4.34), efficiency(4.38)) | grammar=passive(are produced) | dictation=long(15); dense(7)"
137,#137 RS,He's showing his work at the London Gallery of Art.,1,0,0,1,"lex=0(rare_avg=5.24: showing(4.88), he's(5.60)) | dictation=contraction"
138,#138 RS,I've always wanted to get a degree in electronic engineering.,1,0,0,2,"lex=0(rare_avg=4.67: electronic(4.55), engineering(4.80)) | dictation=contraction; dense(6)"
139,#139 RS,It gradually spread to many places throughout Europe by the 1600s.,1,0,0,2,"lex=0(rare_avg=4.51: gradually(4.21), spread(4.81)) | dictation=number; long(11)"
140,#140 RS,Please switch off all electronic devices when you are attending a conference session.,2,0,0,2,"lex=0(rare_avg=4.43: attending(4.31), electronic(4.55)) | dictation=long(13); dense(7)"
141,#141 RS,Politicians and marketing professionals have a good understanding of persuasion.,1,1,0,1,"lex=1(rare_avg=3.79: persuasion(3.33), professionals(4.24)) | dictation=dense(6)"
142,#142 RS,Social robots can show different facial expressions and emotions.,1,0,0,1,"lex=0(rare_avg=3.96: expressions(3.92), robots(3.99)) | dictation=dense(7)"
143,#143 RS,Our future well-being depends on the actions we take now.,1,0,0,0,"lex=0(rare_avg=4.68: depends(4.53), actions(4.82))"
144,#144 RS,There are no places left in the morning tutorial.,1,0,1,0,"lex=0(rare_avg=4.42: tutorial(3.80), places(5.03)) | grammar=passive(are no places left)"
145,#145 RS,Scientists still aren't sure why we need to sleep.,1,0,0,1,"lex=0(rare_avg=4.78: scientists(4.50), aren't(5.05)) | dictation=contraction"
146,#146 RS,Some of the worst accidents in history have been linked to sleep deprivation.,3,1,2,2,"lex=1(rare_avg=3.80: deprivation(3.44), accidents(4.16)) | grammar=passive(been linked); perfect(have been linked) | dictation=long(13); dense(6)"
147,#147 RS,Please note that the college laboratories will be closed for cleaning next week.,2,0,1,2,"lex=0(rare_avg=4.05: laboratories(3.72), cleaning(4.39)) | grammar=passive(be closed) | dictation=long(13); dense(8)"
148,#148 RS,"If you show your student card, you will get a discount.",1,0,0,1,"lex=0(rare_avg=4.68: discount(4.35), student(5.02)) | dictation=long(11)"
149,#149 RS,Most people dislike advertisements but appear to be influenced by them anyway.,2,1,1,2,"lex=1(rare_avg=3.82: advertisements(3.75), dislike(3.89)) | grammar=passive(be influenced) | dictation=long(12); dense(6)"
150,#150 RS,The feeling of disgust is related to the stomach.,1,0,1,0,"lex=0(rare_avg=4.01: disgust(3.61), stomach(4.42)) | grammar=passive(is related)"
151,#151 RS,This short line on the painting represents life.,1,0,0,0,"lex=0(rare_avg=4.54: represents(4.48), painting(4.60))"
152,#152 RS,"In the end, it's what people like to eat that's important.",2,0,0,3,"lex=0(rare_avg=5.29: eat(5.13), important(5.44)) | dictation=contraction; long(11); dense(7)"
153,#153 RS,The conference is predicted to draw greater numbers than last year.,2,0,1,2,"lex=0(rare_avg=4.46: predicted(4.12), draw(4.81)) | grammar=passive(is predicted) | dictation=long(11); dense(7)"
154,#154 RS,You'll find the economics section on the second floor of the library.,2,0,0,3,"lex=0(rare_avg=4.64: economics(4.42), library(4.86)) | dictation=contraction; long(12); dense(7)"
155,#155 RS,There are many abstract paintings here.,1,0,0,0,"lex=0(rare_avg=4.17: abstract(4.14), paintings(4.20))"
156,#156 RS,"Let's all meet at four, not three as we agreed before.",1,0,0,2,"lex=0(rare_avg=5.00: agreed(4.84), let's(5.16)) | dictation=contraction; long(11)"
157,#157 RS,Please sign your name here if you want to join the social club.,2,0,0,2,"lex=0(rare_avg=5.04: join(5.00), sign(5.08)) | dictation=long(13); dense(7)"
158,#158 RS,I'd like to get a place of my own as soon as I can.,1,0,0,2,"lex=0(rare_avg=5.34: soon(5.32), i'd(5.36)) | dictation=contraction; long(14)"
159,#159 RS,He would yearn for the chance to learn from the well-known artist.,2,1,1,2,"lex=1(rare_avg=3.88: yearn(2.97), artist(4.80)) | grammar=modal(would) | dictation=long(12); dense(6)"
160,#160 RS,The bus will depart from outside of the building in 5 minutes.,1,0,0,2,"lex=0(rare_avg=4.25: depart(3.67), bus(4.83)) | dictation=number; long(12)"
161,#161 RS,The painter is well-known for his abstract period.,1,0,0,0,"lex=0(rare_avg=4.04: painter(3.93), abstract(4.14))"
162,#162 RS,"Via agreement with government, a fast food company restricted its advertising.",2,0,0,2,"lex=0(rare_avg=4.37: restricted(4.19), advertising(4.54)) | dictation=long(11); dense(8)"
163,#163 RS,Academics need to go outside the university gates and communicate with ordinary people.,2,0,0,2,"lex=0(rare_avg=3.99: academics(3.78), communicate(4.20)) | dictation=long(13); dense(9)"
164,#164 RS,It is argued that students can learn more by collaborating rather than as individuals.,3,1,2,2,"lex=1(rare_avg=3.89: collaborating(3.42), argued(4.36)) | grammar=phrase(rather than); passive(is argued) | dictation=long(14); dense(6)"
165,#165 RS,Larger numbers of city residents mean greater car ownership.,1,0,0,1,"lex=0(rare_avg=4.52: ownership(4.40), residents(4.64)) | dictation=dense(8)"
